,Accident_Severity,Number_of_Casualties,Day_of_Week,Speed_limit
31401,3,1,3,30
31402,3,1,7,30
31403,3,5,6,30
31404,2,1,6,30
31405,3,1,7,30
31406,2,1,2,30
31407,3,3,2,30
31408,3,1,7,30
31409,3,2,3,60
31410,2,1,6,30
31411,3,2,2,30
31412,3,2,4,30
31413,3,3,4,30
31414,3,1,4,30
31415,3,1,5,30
31416,3,1,6,30
31417,3,1,7,30
31418,3,1,4,30
31419,3,2,7,30
31420,2,1,2,30
31421,3,1,3,30
31422,3,1,4,30
31423,3,1,1,60
31424,3,2,7,40
31425,3,1,3,30
31426,3,1,4,30
31427,3,1,1,30
31428,3,1,1,30
31429,3,1,7,30
31430,3,2,2,30
31431,3,1,5,30
31432,3,2,3,30
31433,3,3,1,30
31434,3,2,7,30
31435,3,1,7,60
31436,3,1,7,30
31437,3,1,6,30
31438,3,1,3,30
31439,2,1,2,30
31440,2,1,6,40
31441,3,2,5,30
31442,3,2,7,70
31443,3,1,7,30
31444,3,1,7,30
31445,3,1,2,30
31446,3,1,6,30
31447,3,1,1,30
31448,3,4,3,30
31449,2,2,1,60
31450,2,1,5,30
31451,3,1,7,30
31452,3,1,6,30
31453,3,1,2,30
31454,3,1,2,30
31455,2,1,4,30
31456,3,1,7,30
31457,3,1,4,30
31458,3,2,4,30
31459,3,1,6,60
31460,3,2,5,30
31461,3,1,5,30
31462,2,1,2,30
31463,2,1,2,40
31464,3,2,6,30
31465,3,1,7,30
31466,3,1,2,30
31467,3,1,2,30
31468,3,3,7,30
31469,3,3,3,70
31470,3,1,3,30
31471,3,1,6,30
31472,3,1,6,30
31473,3,1,2,40
31474,3,1,3,30
31475,3,1,6,30
31476,3,3,6,30
31477,3,2,5,30
31478,3,1,6,30
31479,2,1,4,40
31480,3,1,5,30
31481,3,1,4,30
31482,2,1,3,40
31483,3,1,2,30
31484,3,2,1,30
31485,3,1,6,30
31486,3,3,7,30
31487,3,1,1,30
31488,3,2,5,30
31489,3,3,6,30
31490,3,1,5,30
31491,2,1,2,50
31492,3,1,3,60
31493,2,3,4,70
31494,3,1,6,30
31495,3,1,3,30
31496,3,4,6,30
31497,3,4,2,30
31498,2,3,2,30
31499,3,2,1,70
31500,3,1,4,30
31501,3,1,3,30
31502,3,1,2,30
31503,2,1,3,30
31504,2,1,3,30
31505,3,2,4,30
31506,3,1,3,30
31507,2,1,6,30
31508,3,3,1,30
31509,3,1,1,30
31510,2,1,1,30
31511,3,1,7,30
31512,3,1,6,30
31513,3,1,6,30
31514,3,5,6,30
31515,3,1,2,30
31516,3,1,1,30
31517,3,1,3,30
31518,3,1,2,30
31519,3,1,7,70
31520,3,1,7,20
31521,3,1,1,30
31522,3,1,5,30
31523,3,1,5,30
31524,3,1,6,20
31525,2,1,7,30
31526,3,1,3,30
31527,3,4,1,70
31528,3,1,7,30
31529,2,1,5,30
31530,3,1,2,30
31531,3,1,4,30
31532,3,1,1,30
31533,3,3,5,30
31534,3,1,5,30
31535,2,1,6,30
31536,3,5,6,30
31537,2,2,6,30
31538,3,1,5,70
31539,3,1,1,30
31540,3,1,4,30
31541,3,1,4,30
31542,3,1,3,30
31543,3,2,2,70
31544,3,1,5,30
31545,3,1,4,30
31546,3,2,4,30
31547,3,1,5,30
31548,3,1,3,30
31549,3,1,4,60
31550,3,1,6,30
31551,3,1,4,30
31552,3,2,5,40
31553,3,1,6,70
31554,3,3,3,30
31555,3,2,5,30
31556,3,1,1,30
31557,3,1,7,30
31558,2,1,1,30
31559,3,1,7,30
31560,3,1,2,30
31561,2,1,1,40
31562,3,1,6,30
31563,3,1,2,20
31564,3,1,3,30
31565,2,1,5,30
31566,3,1,6,30
31567,2,1,4,30
31568,3,2,4,40
31569,3,1,4,30
31570,2,1,1,30
31571,2,2,3,30
31572,3,1,2,30
31573,3,1,2,30
31574,3,1,7,30
31575,3,1,3,30
31576,3,1,3,30
31577,3,2,5,30
31578,3,1,5,30
31579,3,2,6,30
31580,3,2,5,30
31581,3,1,6,30
31582,3,3,5,30
31583,3,1,6,30
31584,3,1,1,30
31585,3,2,1,40
31586,3,1,2,30
31587,3,1,3,30
31588,3,3,4,30
31589,3,1,3,30
31590,3,1,3,30
31591,3,2,2,30
31592,3,1,7,30
31593,3,2,3,30
31594,3,1,5,30
31595,3,1,5,30
31596,3,2,2,30
31597,3,1,4,30
31598,3,1,3,50
31599,3,1,1,30
31600,3,1,4,30
31601,3,1,2,30
31602,3,1,3,30
31603,3,1,3,40
31604,3,1,5,30
31605,3,1,3,30
31606,3,1,7,30
31607,3,1,7,30
31608,3,1,6,30
31609,3,2,6,30
31610,3,2,5,30
31611,3,1,2,70
31612,3,2,5,30
31613,3,1,2,30
31614,3,1,2,70
31615,3,1,5,30
31616,2,1,1,70
31617,3,2,4,30
31618,3,1,1,30
31619,3,1,5,30
31620,3,5,2,70
31621,3,1,7,30
31622,3,1,4,30
31623,3,1,6,30
31624,2,1,7,40
31625,2,2,7,30
31626,3,3,2,30
31627,3,5,1,30
31628,3,1,6,30
31629,3,1,4,30
31630,3,1,6,30
31631,3,1,6,30
31632,2,1,4,30
31633,3,2,7,70
31634,3,1,7,30
31635,3,1,6,30
31636,3,5,4,30
31637,3,1,6,70
31638,3,1,4,70
31639,3,2,2,30
31640,3,3,2,70
31641,3,1,6,70
31642,3,3,5,70
31643,3,4,5,30
31644,3,1,7,30
31645,3,1,6,30
31646,3,1,6,30
31647,3,2,6,30
31648,3,1,4,30
31649,3,2,3,30
31650,3,1,7,30
31651,3,1,7,30
31652,3,1,4,30
31653,3,3,6,30
31654,3,1,3,30
31655,3,1,3,30
31656,3,4,6,70
31657,3,1,2,30
31658,3,1,6,30
31659,3,1,2,30
31660,3,1,3,30
31661,3,1,3,30
31662,2,1,5,40
31663,3,1,4,30
31664,3,2,6,30
31665,3,1,7,30
31666,3,1,5,30
31667,3,1,5,30
31668,3,1,4,30
31669,2,1,6,30
31670,3,1,6,30
31671,3,1,7,30
31672,3,1,2,30
31673,2,1,5,30
31674,3,1,6,30
31675,3,1,6,30
31676,3,1,6,30
31677,2,1,7,30
31678,3,1,6,30
31679,3,1,7,30
31680,3,1,4,30
31681,3,1,6,30
31682,3,1,1,30
31683,3,1,3,30
31684,3,2,3,30
31685,3,1,6,30
31686,2,1,1,30
31687,3,1,2,30
31688,3,1,3,30
31689,3,1,7,30
31690,3,2,1,70
31691,3,1,3,30
31692,3,1,4,30
31693,3,1,7,30
31694,2,1,7,30
31695,3,1,2,30
31696,2,2,5,30
31697,3,2,3,30
31698,3,1,6,30
31699,2,1,6,30
31700,3,1,2,30
31701,2,1,4,30
31702,3,1,7,60
31703,3,2,6,30
31704,3,1,2,30
31705,3,1,4,30
31706,3,1,5,30
31707,3,3,4,30
31708,3,3,6,30
31709,3,1,6,30
31710,3,1,7,30
31711,2,4,1,30
31712,3,1,7,30
31713,3,1,2,30
31714,3,1,3,30
31715,3,1,4,30
31716,2,3,7,30
31717,3,1,6,30
31718,3,1,3,30
31719,3,2,7,30
31720,3,2,3,30
31721,3,1,3,30
31722,2,1,4,30
31723,3,1,4,30
31724,2,4,1,30
31725,3,2,1,30
31726,3,1,2,30
31727,3,1,3,30
31728,3,1,4,30
31729,3,1,5,30
31730,3,1,5,30
31731,3,1,6,30
31732,3,1,7,30
31733,3,1,1,30
31734,3,1,7,30
31735,3,1,1,30
31736,2,3,1,30
31737,3,2,3,30
31738,3,1,2,30
31739,3,1,5,30
31740,3,1,6,30
31741,3,1,1,30
31742,2,1,2,30
31743,3,1,4,40
31744,3,2,2,30
31745,3,1,1,30
31746,3,5,5,30
31747,3,1,5,30
31748,3,1,7,30
31749,3,1,5,30
31750,3,1,1,30
31751,3,1,1,30
31752,3,1,4,30
31753,3,1,3,30
31754,3,1,4,30
31755,3,1,1,30
31756,3,1,6,30
31757,3,1,6,30
31758,3,1,4,30
31759,3,1,5,40
31760,3,1,2,30
31761,2,1,4,30
31762,3,3,6,30
31763,3,2,7,30
31764,2,1,1,40
31765,3,2,3,30
31766,2,1,5,30
31767,3,2,1,60
31768,3,1,1,30
31769,1,2,4,30
31770,3,1,6,30
31771,3,1,6,60
31772,3,1,1,40
31773,3,2,3,30
31774,3,1,7,40
31775,3,1,6,30
31776,3,1,1,60
31777,3,1,3,40
31778,3,1,5,30
31779,3,1,2,30
31780,3,1,5,30
31781,3,1,2,30
31782,3,1,3,30
31783,2,1,3,30
31784,3,1,6,30
31785,1,2,7,60
31786,3,1,4,30
31787,3,1,6,30
31788,3,1,3,60
31789,2,1,2,30
31790,3,1,6,30
31791,3,2,6,30
31792,2,1,3,30
31793,3,1,5,70
31794,3,1,2,30
31795,3,1,4,30
31796,3,2,3,30
31797,3,1,2,30
31798,3,4,2,30
31799,3,1,4,40
31800,3,1,3,30
31801,3,2,4,30
31802,3,2,1,30
31803,3,1,2,30
31804,2,1,2,40
31805,2,1,2,30
31806,2,1,6,30
31807,2,1,4,40
31808,3,1,6,30
31809,3,1,1,30
31810,3,1,1,40
31811,3,1,3,40
31812,3,1,4,60
31813,3,1,1,30
31814,3,1,2,20
31815,2,2,4,40
31816,3,1,3,30
31817,2,2,3,30
31818,1,1,1,30
31819,3,1,5,30
31820,3,1,6,30
31821,3,1,2,30
31822,3,1,7,30
31823,3,1,1,30
31824,2,1,2,30
31825,3,2,6,30
31826,3,1,1,30
31827,3,1,7,30
31828,3,1,5,30
31829,3,1,5,30
31830,3,1,3,30
31831,3,1,3,30
31832,3,3,5,30
31833,3,1,7,60
31834,3,1,1,30
31835,3,1,2,30
31836,3,1,4,30
31837,2,1,4,40
31838,3,1,6,30
31839,3,1,1,30
31840,3,2,7,30
31841,3,1,7,30
31842,3,1,1,30
31843,3,1,2,30
31844,2,5,2,30
31845,2,1,5,20
31846,2,1,1,30
31847,3,1,6,30
31848,3,1,2,30
31849,3,1,6,30
31850,3,3,5,30
31851,2,2,6,30
31852,2,1,5,30
31853,3,1,2,30
31854,3,1,4,30
31855,3,1,4,30
31856,3,2,6,30
31857,3,2,7,40
31858,3,1,7,30
31859,3,2,3,30
31860,3,1,2,30
31861,3,1,3,20
31862,3,1,3,40
31863,3,3,2,60
31864,2,2,1,60
31865,3,3,3,30
31866,3,1,4,30
31867,3,1,5,30
31868,2,1,5,40
31869,3,1,5,30
31870,3,1,6,30
31871,3,2,2,30
31872,3,2,6,30
31873,2,1,3,30
31874,3,1,3,40
31875,3,4,2,40
31876,3,1,3,30
31877,3,2,6,30
31878,3,1,7,30
31879,3,1,4,40
31880,3,1,7,30
31881,3,1,6,30
31882,3,1,2,30
31883,3,1,7,30
31884,3,1,7,30
31885,3,1,3,30
31886,3,2,7,40
31887,3,1,3,40
31888,3,1,1,30
31889,3,3,4,30
31890,3,1,2,30
31891,3,1,1,30
31892,3,1,6,40
31893,3,1,6,30
31894,3,1,3,40
31895,2,1,5,40
31896,2,1,6,30
31897,3,2,7,30
31898,2,1,1,40
31899,3,1,7,30
31900,3,3,1,30
31901,3,1,1,30
31902,3,4,7,30
31903,2,2,1,30
31904,3,1,3,30
31905,3,1,3,30
31906,3,2,4,30
31907,3,1,5,30
31908,3,1,5,30
31909,3,1,5,30
31910,3,1,6,30
31911,3,1,7,30
31912,3,2,6,30
31913,2,1,2,30
31914,3,1,4,30
31915,3,1,5,30
31916,2,1,5,30
31917,3,1,6,30
31918,3,1,6,30
31919,3,1,5,30
31920,3,1,7,30
31921,3,1,2,30
31922,3,1,3,30
31923,3,1,6,40
31924,2,4,7,30
31925,3,1,3,40
31926,3,1,2,30
31927,3,3,6,30
31928,3,1,6,30
31929,3,1,6,30
31930,3,1,6,30
31931,3,2,2,40
31932,3,2,6,30
31933,3,1,6,30
31934,3,1,4,30
31935,3,1,7,30
31936,3,1,2,30
31937,3,1,1,30
31938,3,1,1,40
31939,3,2,2,30
31940,3,1,2,30
31941,3,1,4,40
31942,3,2,6,30
31943,3,1,3,30
31944,3,1,6,30
31945,3,1,4,30
31946,3,1,5,30
31947,3,1,7,40
31948,3,2,7,30
31949,3,1,4,30
31950,3,1,4,30
31951,3,1,5,30
31952,3,3,7,40
31953,3,1,1,30
31954,3,1,3,30
31955,3,2,2,30
31956,2,2,3,30
31957,3,4,5,30
31958,3,2,2,30
31959,2,1,5,30
31960,3,1,6,30
31961,3,1,1,30
31962,3,1,3,30
31963,3,1,4,30
31964,3,1,5,30
31965,2,1,5,30
31966,3,1,6,30
31967,3,1,3,30
31968,3,1,1,30
31969,2,1,1,30
31970,3,1,7,30
31971,3,1,2,70
31972,3,1,4,30
31973,2,1,5,30
31974,2,4,7,30
31975,3,3,6,30
31976,3,3,1,40
31977,2,1,4,30
31978,3,1,6,30
31979,2,1,2,30
31980,3,2,1,30
31981,3,2,4,30
31982,3,2,2,30
31983,3,1,7,30
31984,2,1,4,30
31985,3,1,6,30
31986,3,1,3,30
31987,2,1,5,30
31988,3,1,2,30
31989,2,4,3,60
31990,3,1,2,30
31991,2,1,2,30
31992,3,1,7,30
31993,3,2,6,60
31994,3,1,2,30
31995,2,1,3,30
31996,3,6,7,30
31997,3,2,1,30
31998,3,1,5,30
31999,3,3,6,30
32000,3,2,5,60
32001,3,1,1,30
32002,3,1,4,60
32003,3,1,1,30
32004,3,3,3,40
32005,3,1,5,30
32006,3,1,3,30
32007,3,1,2,60
32008,3,4,6,40
32009,3,1,1,30
32010,3,1,3,30
32011,3,1,3,30
32012,3,1,6,30
32013,3,2,3,40
32014,3,1,5,30
32015,3,1,6,30
32016,3,1,6,30
32017,3,1,7,30
32018,3,1,4,30
32019,3,1,4,30
32020,3,2,4,30
32021,3,1,1,30
32022,3,1,7,40
32023,3,1,5,30
32024,3,2,7,30
32025,3,1,5,30
32026,3,1,2,30
32027,3,1,5,30
32028,3,1,1,30
32029,3,1,2,50
32030,3,2,5,30
32031,3,1,1,30
32032,3,1,5,40
32033,3,1,5,30
32034,3,2,6,30
32035,3,1,6,30
32036,3,2,6,30
32037,2,1,7,30
32038,3,1,1,30
32039,3,1,3,40
32040,3,1,3,30
32041,3,2,4,30
32042,3,2,5,30
32043,3,1,7,60
32044,3,1,7,30
32045,2,2,4,40
32046,3,2,2,30
32047,3,1,2,30
32048,3,3,3,50
32049,3,3,4,40
32050,3,1,4,30
32051,3,2,1,30
32052,3,1,2,30
32053,3,2,4,30
32054,3,1,4,30
32055,3,1,2,40
32056,2,2,5,30
32057,3,1,2,40
32058,3,1,3,30
32059,3,2,7,30
32060,3,1,3,40
32061,3,1,2,30
32062,2,1,1,30
32063,3,1,5,30
32064,2,1,3,30
32065,3,1,4,30
32066,3,1,4,30
32067,3,2,3,30
32068,3,1,4,30
32069,3,1,7,30
32070,3,1,6,30
32071,3,1,2,30
32072,3,1,2,30
32073,2,2,3,30
32074,3,4,4,30
32075,3,2,5,50
32076,3,1,5,30
32077,3,1,6,30
32078,2,1,6,30
32079,3,1,4,30
32080,3,1,7,30
32081,3,1,3,30
32082,3,1,4,30
32083,3,1,2,60
32084,3,1,4,30
32085,3,1,6,30
32086,3,1,7,30
32087,2,1,7,60
32088,3,1,5,30
32089,2,1,6,30
32090,2,1,5,30
32091,3,2,5,30
32092,3,1,5,30
32093,3,1,2,30
32094,3,2,5,30
32095,3,1,2,30
32096,3,1,5,70
32097,3,1,4,40
32098,3,1,4,60
32099,3,1,4,30
32100,3,1,4,30
32101,3,2,4,50
32102,2,1,7,30
32103,3,2,7,60
32104,3,1,6,30
32105,3,2,1,60
32106,3,1,5,30
32107,3,2,7,30
32108,3,2,6,70
32109,3,1,6,30
32110,3,1,7,30
32111,3,1,2,30
32112,3,1,7,30
32113,3,1,3,70
32114,3,4,2,70
32115,2,1,3,30
32116,2,4,4,30
32117,3,1,3,60
32118,3,1,4,30
32119,3,1,1,30
32120,3,2,2,60
32121,1,1,5,50
32122,3,1,6,30
32123,3,1,5,30
32124,3,1,6,30
32125,3,3,7,60
32126,3,1,5,30
32127,3,1,6,30
32128,3,1,4,60
32129,3,1,6,70
32130,3,1,7,50
32131,3,1,2,30
32132,3,1,2,30
32133,3,1,5,30
32134,3,2,2,60
32135,3,1,2,30
32136,3,1,5,30
32137,3,2,5,40
32138,3,1,2,30
32139,3,1,5,70
32140,3,1,2,30
32141,3,1,1,30
32142,2,2,4,30
32143,3,1,3,30
32144,3,1,7,30
32145,3,2,6,60
32146,3,1,1,30
32147,3,1,4,20
32148,3,1,6,60
32149,3,1,4,30
32150,3,1,2,30
32151,3,1,2,30
32152,3,2,2,70
32153,3,3,7,30
32154,2,2,3,30
32155,1,13,5,40
32156,2,1,4,30
32157,3,1,4,40
32158,3,1,3,60
32159,3,1,4,40
32160,3,2,4,70
32161,3,1,4,30
32162,3,1,4,30
32163,3,1,4,50
32164,3,1,4,30
32165,2,2,7,30
32166,3,3,6,30
32167,3,2,7,60
32168,3,1,6,50
32169,3,1,4,30
32170,2,2,2,30
32171,2,2,4,30
32172,3,1,4,60
32173,3,1,6,30
32174,3,1,3,60
32175,3,2,4,30
32176,3,3,7,70
32177,3,1,5,30
32178,2,1,5,30
32179,3,1,7,60
32180,3,1,6,30
32181,2,1,1,30
32182,3,1,6,30
32183,3,2,3,30
32184,3,1,3,30
32185,3,1,5,30
32186,3,1,7,30
32187,3,1,2,60
32188,3,3,7,30
32189,3,1,4,30
32190,3,1,4,60
32191,2,3,4,60
32192,3,1,5,30
32193,2,1,2,30
32194,3,1,1,30
32195,2,1,4,30
32196,3,2,2,50
32197,3,2,2,70
32198,3,1,5,30
32199,2,1,6,30
32200,3,1,6,30
32201,3,1,1,30
32202,2,1,5,30
32203,3,1,6,60
32204,3,1,5,30
32205,3,2,5,50
32206,3,1,5,30
32207,3,1,2,60
32208,3,1,3,30
32209,3,1,5,30
32210,2,3,3,60
32211,3,1,2,30
32212,3,1,4,40
32213,3,1,6,50
32214,3,3,4,60
32215,2,1,6,60
32216,2,2,4,70
32217,3,1,2,70
32218,3,1,2,30
32219,3,1,7,30
32220,2,3,2,30
32221,3,1,6,30
32222,3,1,2,30
32223,3,2,6,30
32224,3,2,4,30
32225,3,1,3,30
32226,1,3,3,60
32227,3,1,3,30
32228,3,1,2,30
32229,3,1,2,60
32230,3,1,2,30
32231,3,1,2,30
32232,3,3,2,30
32233,3,1,3,30
32234,3,1,2,30
32235,3,1,4,30
32236,3,1,4,30
32237,3,1,3,30
32238,3,1,3,30
32239,3,1,7,30
32240,3,1,4,30
32241,3,1,4,30
32242,3,1,5,30
32243,3,2,5,30
32244,3,1,2,30
32245,3,2,6,60
32246,3,1,1,30
32247,3,2,1,30
32248,3,1,2,30
32249,2,1,3,30
32250,3,2,2,40
32251,3,1,3,30
32252,2,1,4,30
32253,2,1,5,40
32254,3,1,4,30
32255,3,1,1,30
32256,3,1,1,30
32257,3,1,6,30
32258,3,2,2,30
32259,1,1,3,30
32260,3,1,2,30
32261,3,2,2,60
32262,3,3,2,30
32263,2,1,3,50
32264,3,1,6,30
32265,3,1,4,30
32266,3,1,5,30
32267,3,3,5,30
32268,2,1,6,60
32269,2,3,7,30
32270,3,1,6,30
32271,3,2,1,60
32272,3,3,1,30
32273,2,1,1,20
32274,3,1,3,60
32275,3,1,3,50
32276,3,1,4,30
32277,3,3,7,60
32278,3,1,2,60
32279,3,1,7,30
32280,3,1,2,30
32281,3,1,4,70
32282,2,4,1,60
32283,3,1,3,30
32284,1,1,6,70
32285,3,1,3,30
32286,2,1,3,30
32287,3,1,5,30
32288,3,1,2,30
32289,3,1,5,60
32290,3,1,5,70
32291,2,1,5,30
32292,3,1,2,30
32293,3,1,7,30
32294,1,1,7,60
32295,2,1,7,30
32296,3,2,4,30
32297,3,1,2,30
32298,3,1,5,30
32299,3,1,3,30
32300,3,1,3,30
32301,3,4,2,30
32302,3,2,3,70
32303,3,1,1,30
32304,3,1,4,30
32305,3,1,3,30
32306,3,1,3,30
32307,1,2,7,60
32308,3,2,4,30
32309,3,1,5,60
32310,3,1,5,30
32311,3,1,5,50
32312,3,3,6,30
32313,3,2,1,60
32314,3,1,7,30
32315,3,1,4,50
32316,3,1,3,40
32317,3,1,3,30
32318,2,4,3,60
32319,3,2,3,70
32320,3,2,1,40
32321,3,2,6,30
32322,3,1,6,30
32323,2,1,6,30
32324,3,2,7,60
32325,3,1,6,30
32326,3,1,4,30
32327,1,1,7,30
32328,3,1,5,30
32329,3,1,5,30
32330,2,1,2,60
32331,3,1,2,30
32332,3,2,2,30
32333,3,1,4,30
32334,2,1,3,30
32335,3,1,2,30
32336,1,1,2,30
32337,3,2,5,70
32338,3,1,3,60
32339,3,1,5,30
32340,3,1,2,30
32341,1,1,1,60
32342,3,1,7,70
32343,3,1,6,30
32344,3,1,4,30
32345,3,2,7,30
32346,2,3,1,30
32347,3,2,5,30
32348,3,1,5,30
32349,3,1,1,70
32350,3,1,3,30
32351,3,1,5,30
32352,3,1,1,30
32353,3,1,4,30
32354,3,1,6,30
32355,3,2,4,30
32356,3,1,2,30
32357,3,1,5,30
32358,3,2,2,30
32359,3,1,2,30
32360,3,1,6,60
32361,3,1,4,30
32362,3,2,5,30
32363,3,1,2,30
32364,3,1,7,30
32365,3,1,5,30
32366,2,1,6,60
32367,3,2,7,60
32368,3,2,7,30
32369,3,2,7,30
32370,3,1,1,30
32371,3,2,1,30
32372,3,1,6,30
32373,3,2,7,30
32374,3,1,3,30
32375,3,1,3,30
32376,3,3,7,30
32377,3,1,1,30
32378,3,1,5,30
32379,3,1,6,30
32380,3,1,6,30
32381,3,1,3,30
32382,3,1,7,30
32383,2,1,2,30
32384,3,1,3,30
32385,3,1,2,30
32386,3,1,1,60
32387,3,2,7,60
32388,3,1,4,50
32389,2,1,5,30
32390,2,1,1,30
32391,3,1,2,30
32392,3,1,5,30
32393,3,1,4,30
32394,3,1,6,30
32395,3,1,5,30
32396,3,6,2,60
32397,3,1,6,50
32398,3,1,7,30
32399,3,2,4,30
32400,3,1,3,70
32401,2,1,7,30
32402,3,1,1,30
32403,2,2,1,30
32404,3,1,3,30
32405,3,1,5,30
32406,3,1,7,30
32407,3,1,6,30
32408,3,2,3,30
32409,3,1,4,30
32410,3,1,1,50
32411,3,2,7,30
32412,3,2,1,30
32413,3,2,6,60
32414,3,1,7,30
32415,3,2,1,30
32416,3,2,7,30
32417,3,1,5,30
32418,3,1,7,50
32419,3,1,3,30
32420,3,2,3,30
32421,3,1,3,30
32422,3,2,4,30
32423,3,1,4,30
32424,2,4,6,30
32425,3,1,3,30
32426,2,1,2,20
32427,3,2,5,60
32428,3,1,5,30
32429,3,1,7,30
32430,3,1,7,30
32431,3,1,1,30
32432,3,1,3,50
32433,2,1,3,30
32434,3,1,3,50
32435,3,3,2,30
32436,3,1,1,30
32437,3,1,4,30
32438,3,3,7,30
32439,3,2,5,70
32440,2,2,1,70
32441,3,1,4,30
32442,2,1,2,30
32443,3,2,6,70
32444,3,2,7,30
32445,2,1,7,20
32446,3,1,3,30
32447,2,1,3,30
32448,3,1,3,30
32449,3,3,7,60
32450,3,3,3,30
32451,2,1,6,60
32452,3,2,6,30
32453,2,1,4,30
32454,3,1,7,30
32455,3,1,7,30
32456,3,1,1,30
32457,3,1,7,20
32458,3,1,2,30
32459,3,1,3,30
32460,3,1,6,30
32461,3,1,7,30
32462,3,2,4,30
32463,3,1,6,30
32464,3,1,2,30
32465,3,1,5,30
32466,3,1,5,30
32467,3,1,6,30
32468,3,2,7,30
32469,3,1,3,30
32470,3,1,4,30
32471,2,1,6,30
32472,3,1,7,70
32473,3,1,2,30
32474,3,1,2,30
32475,3,1,3,30
32476,3,1,2,30
32477,3,1,7,30
32478,3,1,7,30
32479,3,1,7,40
32480,3,1,5,50
32481,3,1,7,30
32482,3,1,2,30
32483,3,3,2,30
32484,3,1,6,50
32485,3,1,6,30
32486,3,1,2,30
32487,2,1,1,30
32488,3,3,6,70
32489,3,1,1,30
32490,3,1,4,30
32491,3,1,3,30
32492,3,4,7,30
32493,3,1,6,30
32494,3,3,6,30
32495,3,3,6,30
32496,3,1,7,30
32497,3,1,6,30
32498,3,1,2,30
32499,1,2,2,30
32500,3,2,3,50
32501,3,1,3,30
32502,3,1,4,50
32503,3,2,1,30
32504,3,2,7,30
32505,3,2,6,20
32506,3,1,1,30
32507,3,2,2,30
32508,3,1,5,30
32509,3,1,3,50
32510,3,2,2,60
32511,3,1,4,30
32512,2,1,4,30
32513,3,4,5,50
32514,3,1,5,30
32515,3,1,6,30
32516,3,1,1,30
32517,3,1,1,30
32518,3,4,6,30
32519,2,1,7,20
32520,3,1,2,30
32521,3,4,7,30
32522,3,2,5,30
32523,3,1,2,30
32524,3,3,3,30
32525,3,2,4,30
32526,3,2,3,30
32527,3,3,7,30
32528,3,1,4,30
32529,3,1,5,30
32530,3,5,7,50
32531,3,1,1,30
32532,3,1,1,30
32533,3,2,1,30
32534,3,2,1,30
32535,3,3,2,30
32536,3,1,3,30
32537,3,3,2,30
32538,3,1,1,30
32539,3,1,3,30
32540,3,1,4,30
32541,3,1,5,30
32542,3,2,2,30
32543,3,1,2,30
32544,3,1,6,50
32545,3,1,7,30
32546,3,1,4,30
32547,3,1,3,70
32548,3,1,5,30
32549,3,1,5,30
32550,3,1,6,30
32551,3,1,6,30
32552,3,1,1,30
32553,3,1,2,30
32554,3,1,4,30
32555,3,2,2,30
32556,3,1,5,30
32557,2,1,6,30
32558,3,1,6,30
32559,3,1,7,30
32560,3,1,4,30
32561,3,1,6,30
32562,3,2,2,30
32563,3,2,7,30
32564,2,1,4,30
32565,3,3,2,30
32566,3,1,6,30
32567,3,1,5,30
32568,3,1,5,30
32569,3,1,6,30
32570,3,3,2,30
32571,2,1,2,30
32572,3,1,4,30
32573,3,3,6,30
32574,3,2,7,30
32575,2,1,7,30
32576,3,1,7,30
32577,3,1,4,30
32578,3,1,4,30
32579,2,1,6,50
32580,3,3,7,30
32581,3,1,3,50
32582,3,1,4,30
32583,3,1,3,30
32584,2,1,5,30
32585,3,1,4,30
32586,3,2,2,30
32587,3,1,4,30
32588,3,1,5,30
32589,3,1,6,30
32590,3,3,6,30
32591,3,1,3,30
32592,3,1,3,40
32593,3,1,4,30
32594,3,1,6,30
32595,3,1,6,70
32596,3,1,6,30
32597,3,1,3,30
32598,3,1,3,30
32599,3,1,5,30
32600,3,1,6,30
32601,3,1,6,30
32602,3,3,6,30
32603,3,1,7,30
32604,3,1,7,30
32605,3,2,1,60
32606,3,1,3,30
32607,3,1,4,30
32608,3,2,1,30
32609,3,1,6,30
32610,3,1,4,30
32611,2,1,5,30
32612,3,1,7,30
32613,2,1,7,30
32614,3,1,1,30
32615,3,1,2,30
32616,2,1,2,30
32617,3,1,4,30
32618,3,1,4,30
32619,3,2,7,30
32620,3,1,4,30
32621,3,1,5,30
32622,3,2,6,30
32623,3,2,7,30
32624,3,1,3,30
32625,3,2,2,50
32626,2,1,4,30
32627,3,1,3,30
32628,3,1,4,30
32629,2,1,5,30
32630,3,2,6,30
32631,3,1,6,30
32632,3,2,6,30
32633,3,1,6,30
32634,3,1,7,30
32635,3,1,1,30
32636,3,1,4,30
32637,3,1,2,30
32638,3,1,3,30
32639,3,1,3,50
32640,3,1,4,30
32641,3,1,5,50
32642,3,1,6,30
32643,3,1,7,30
32644,3,2,1,30
32645,3,6,1,30
32646,3,1,1,30
32647,3,1,5,30
32648,3,1,6,30
32649,3,1,3,30
32650,3,1,2,30
32651,3,1,3,60
32652,3,2,5,50
32653,3,1,4,30
32654,3,1,5,30
32655,3,1,5,30
32656,2,1,2,30
32657,3,1,7,30
32658,3,1,7,30
32659,3,2,1,30
32660,3,3,2,30
32661,3,2,3,30
32662,3,1,3,30
32663,3,1,2,30
32664,3,1,2,30
32665,3,3,4,30
32666,3,2,6,50
32667,3,1,7,30
32668,3,4,1,30
32669,2,1,4,60
